year,quarter,record_created,record_modified,user_modified,owner_org,log_date,log_activity
,Q2,,,,fja-cmf,2022-07-05,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-07-05,D
,Q2,,,,ocol-clo,2022-07-05,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-07-05,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-07-05,D
,Q2,,,,fja-cmf,2022-07-06,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-07-06,D
,Q2,,,,ocol-clo,2022-07-06,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-07-06,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-07-06,D
,Q2,,,,fja-cmf,2022-07-07,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-07-07,D
,Q2,,,,ocol-clo,2022-07-07,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-07-07,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-07-07,D
,Q2,,,,fja-cmf,2022-07-08,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-07-08,D
,Q2,,,,ocol-clo,2022-07-08,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-07-08,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-07-08,D
,Q2,,,,fja-cmf,2022-07-19,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-07-19,D
,Q2,,,,ocol-clo,2022-07-19,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-07-19,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-07-19,D
,Q2,,,,fja-cmf,2022-07-24,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-07-24,D
,Q2,,,,ocol-clo,2022-07-24,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-07-24,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-07-24,D
,Q2,,,,fja-cmf,2022-07-26,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-07-26,D
,Q2,,,,ocol-clo,2022-07-26,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-07-26,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-07-26,D
,Q2,,,,fja-cmf,2022-07-27,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-07-27,D
,Q2,,,,ocol-clo,2022-07-27,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-07-27,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-07-27,D
,Q2,,,,fja-cmf,2022-07-28,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-07-28,D
,Q2,,,,ocol-clo,2022-07-28,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-07-28,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-07-28,D
2021.0,Q2,2022-01-31 19:03:21.599798,2022-01-31 19:03:21.599798,jeremie-26,csps-efpc,2022-07-29,D
,Q2,,,,fja-cmf,2022-07-29,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-07-29,D
,Q2,,,,ocol-clo,2022-07-29,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-07-29,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-07-29,D
,Q2,,,,fja-cmf,2022-07-30,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-07-30,D
,Q2,,,,ocol-clo,2022-07-30,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-07-30,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-07-30,D
,Q2,,,,fja-cmf,2022-08-01,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-08-01,D
,Q2,,,,ocol-clo,2022-08-01,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-08-01,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-08-01,D
2022.0,Q4,2022-06-27 17:20:56.398493,2022-06-27 17:20:56.398493,mpcc-cppm,mpcc-cppm,2022-08-02,D
,Q2,,,,fja-cmf,2022-08-02,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-08-02,D
,Q2,,,,ocol-clo,2022-08-02,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-08-02,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-08-02,D
,Q2,,,,fja-cmf,2022-08-03,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-08-03,D
,Q2,,,,ocol-clo,2022-08-03,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-08-03,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-08-03,D
,Q2,,,,fja-cmf,2022-04-28,D
,Q2,,,,fja-cmf,2022-08-10,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-08-10,D
,Q2,,,,ocol-clo,2022-08-10,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-08-10,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-08-10,D
,Q2,,,,fja-cmf,2022-01-05,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-01-05,D
,Q2,,,,ocol-clo,2022-01-05,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-01-05,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-01-05,D
,Q2,,,,fja-cmf,2022-01-06,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-01-06,D
,Q2,,,,ocol-clo,2022-01-06,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-01-06,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-01-06,D
,Q2,,,,fja-cmf,2022-01-07,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-01-07,D
,Q2,,,,ocol-clo,2022-01-07,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-01-07,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-01-07,D
,Q2,,,,fja-cmf,2022-01-08,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-01-08,D
,Q2,,,,ocol-clo,2022-01-08,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-01-08,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-01-08,D
,Q2,,,,fja-cmf,2022-01-12,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-01-12,D
,Q2,,,,ocol-clo,2022-01-12,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-01-12,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-01-12,D
,Q2,,,,fja-cmf,2022-01-15,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-01-15,D
,Q2,,,,ocol-clo,2022-01-15,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-01-15,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-01-15,D
,Q2,,,,fja-cmf,2022-01-20,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-01-20,D
,Q2,,,,ocol-clo,2022-01-20,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-01-20,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-01-20,D
,Q2,,,,fja-cmf,2022-01-22,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-01-22,D
,Q2,,,,ocol-clo,2022-01-22,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-01-22,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-01-22,D
,Q2,,,,fja-cmf,2022-01-25,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-01-25,D
,Q2,,,,ocol-clo,2022-01-25,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-01-25,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-01-25,D
,Q2,,,,fja-cmf,2022-01-26,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-01-26,D
,Q2,,,,ocol-clo,2022-01-26,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-01-26,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-01-26,D
,Q2,,,,fja-cmf,2022-01-27,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-01-27,D
,Q2,,,,ocol-clo,2022-01-27,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-01-27,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-01-27,D
,Q2,,,,fja-cmf,2022-01-28,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-01-28,D
,Q2,,,,ocol-clo,2022-01-28,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-01-28,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-01-28,D
,Q2,,,,fja-cmf,2022-01-29,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-01-29,D
,Q2,,,,ocol-clo,2022-01-29,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-01-29,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-01-29,D
,Q2,,,,fja-cmf,2022-02-01,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-02-01,D
,Q2,,,,ocol-clo,2022-02-01,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-02-01,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-02-01,D
,Q2,,,,fja-cmf,2022-02-22,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-02-22,D
,Q2,,,,ocol-clo,2022-02-22,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-02-22,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-02-22,D
,Q2,,,,fja-cmf,2022-03-02,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-03-02,D
,Q2,,,,ocol-clo,2022-03-02,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-03-02,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-03-02,D
,Q2,,,,fja-cmf,2022-03-12,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-03-12,D
,Q2,,,,ocol-clo,2022-03-12,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-03-12,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-03-12,D
,Q2,,,,fja-cmf,2022-04-05,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-04-05,D
,Q2,,,,ocol-clo,2022-04-05,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-04-05,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-04-05,D
2016.0,,,,,cta-otc,2021-09-30,D
,Q2,,,,fja-cmf,2022-04-06,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-04-06,D
,Q2,,,,ocol-clo,2022-04-06,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-04-06,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-04-06,D
,Q2,,,,fja-cmf,2022-04-12,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-04-12,D
,Q2,,,,ocol-clo,2022-04-12,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-04-12,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-04-12,D
,Q2,,,,fja-cmf,2022-04-13,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-04-13,D
,Q2,,,,ocol-clo,2022-04-13,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-04-13,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-04-13,D
,Q2,,,,fja-cmf,2022-04-20,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-04-20,D
,Q2,,,,ocol-clo,2022-04-20,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-04-20,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-04-20,D
,Q2,,,,fja-cmf,2022-04-22,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-04-22,D
,Q2,,,,ocol-clo,2022-04-22,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-04-22,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-04-22,D
,Q2,,,,fja-cmf,2022-04-26,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-04-26,D
,Q2,,,,ocol-clo,2022-04-26,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-04-26,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-04-26,D
,Q2,,,,fja-cmf,2022-04-27,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-04-27,D
,Q2,,,,ocol-clo,2022-04-27,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-04-27,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-04-27,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-04-28,D
,Q2,,,,ocol-clo,2022-04-28,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-04-28,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-04-28,D
,Q2,,,,fja-cmf,2022-04-29,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-04-29,D
,Q2,,,,ocol-clo,2022-04-29,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-04-29,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-04-29,D
,Q2,,,,fja-cmf,2022-04-30,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-04-30,D
,Q2,,,,ocol-clo,2022-04-30,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-04-30,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-04-30,D
,Q2,,,,fja-cmf,2022-05-03,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-05-03,D
,Q2,,,,ocol-clo,2022-05-03,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-05-03,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-05-03,D
,Q2,,,,fja-cmf,2022-05-04,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-05-04,D
,Q2,,,,ocol-clo,2022-05-04,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-05-04,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-05-04,D
,Q2,,,,fja-cmf,2022-05-31,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-05-31,D
,Q2,,,,ocol-clo,2022-05-31,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-05-31,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-05-31,D
,Q2,,,,fja-cmf,2022-06-10,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-06-10,D
,Q2,,,,ocol-clo,2022-06-10,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-06-10,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-06-10,D
,Q2,,,,fja-cmf,2022-06-28,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-06-28,D
,Q2,,,,ocol-clo,2022-06-28,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-06-28,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-06-28,D
,Q2,,,,ocol-clo,2022-07-01,D
,Q2,,,,fja-cmf,2022-07-01,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-07-01,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-07-01,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-07-01,D
2016.0,,,,,cta-otc,2021-04-07,D
2017.0,,,,,cta-otc,2021-04-07,D
2019.0,,,,,cta-otc,2021-04-07,D
,Q2,,,,fja-cmf,2021-04-07,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2021-04-07,D
,Q2,,,,ocol-clo,2021-04-07,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2021-04-07,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2021-04-07,D
,,2021-02-05 14:30:24.961972,2021-02-05 14:30:24.961972,hbedja,tbs-sct,2021-04-07,D
2016.0,,,,,cta-otc,2021-04-08,D
2017.0,,,,,cta-otc,2021-04-08,D
2019.0,,,,,cta-otc,2021-04-08,D
,Q2,,,,fja-cmf,2021-04-08,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2021-04-08,D
,Q2,,,,ocol-clo,2021-04-08,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2021-04-08,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2021-04-08,D
,,2021-02-05 14:30:24.961972,2021-02-05 14:30:24.961972,hbedja,tbs-sct,2021-04-08,D
2016.0,,,,,cta-otc,2021-04-09,D
2017.0,,,,,cta-otc,2021-04-09,D
2019.0,,,,,cta-otc,2021-04-09,D
,Q2,,,,fja-cmf,2021-04-09,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2021-04-09,D
,Q2,,,,ocol-clo,2021-04-09,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2021-04-09,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2021-04-09,D
,,2021-02-05 14:30:24.961972,2021-02-05 14:30:24.961972,hbedja,tbs-sct,2021-04-09,D
2016.0,,,,,cta-otc,2021-04-10,D
2017.0,,,,,cta-otc,2021-04-10,D
2019.0,,,,,cta-otc,2021-04-10,D
,Q2,,,,fja-cmf,2021-04-10,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2021-04-10,D
,Q2,,,,ocol-clo,2021-04-10,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2021-04-10,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2021-04-10,D
,,2021-02-05 14:30:24.961972,2021-02-05 14:30:24.961972,hbedja,tbs-sct,2021-04-10,D
2016.0,,,,,cta-otc,2021-04-15,D
2017.0,,,,,cta-otc,2021-04-15,D
2019.0,,,,,cta-otc,2021-04-15,D
,Q2,,,,fja-cmf,2021-04-15,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2021-04-15,D
,Q2,,,,ocol-clo,2021-04-15,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2021-04-15,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2021-04-15,D
,,2021-02-05 14:30:24.961972,2021-02-05 14:30:24.961972,hbedja,tbs-sct,2021-04-15,D
2016.0,,,,,cta-otc,2021-04-16,D
2017.0,,,,,cta-otc,2021-04-16,D
2019.0,,,,,cta-otc,2021-04-16,D
,Q2,,,,fja-cmf,2021-04-16,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2021-04-16,D
,Q2,,,,ocol-clo,2021-04-16,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2021-04-16,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2021-04-16,D
,,2021-02-05 14:30:24.961972,2021-02-05 14:30:24.961972,hbedja,tbs-sct,2021-04-16,D
2020.0,Q4,2021-04-14 14:36:01.732241,2021-04-14 14:36:01.732241,phlalond,tbs-sct,2021-04-16,D
