ref_number,job_number,pos_number,date,pos_title_en,pos_title_fr,old_class_group_code,old_class_level,new_class_group_code,new_class_level,old_differential,new_differential,reason_en,reason_fr,record_created,record_modified,user_modified,owner_org,log_date,log_activity
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2026-01-14,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2026-01-21,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2026-01-21,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2026-04-21,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2026-04-21,D
PR-2025-Q4-00011,001601,00001404,2025-04-01,Manager,Gestionnaire,EC,07,EC,06,,,Change of Duties,Changements des les fonctions de travail,2025-03-27T14:19:00,2025-03-27T14:19:00,kevin_kane,lac-bac,2026-04-29,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2026-04-29,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2026-04-29,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2026-01-23,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2026-01-23,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2026-01-28,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2026-01-28,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2026-04-22,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2026-04-22,D
PR-2026-Q4-00001,104902,00022428,2026-04-07,"Manager, Program Management","Manager, Program Management",AS,06,AS,07,,,Change of Duties,Changements des les fonctions de travail,2026-04-07T17:48:46,2026-04-07T17:48:46,jean-didier,pwgsc-tpsgc,2026-04-23,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2026-04-23,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2026-04-23,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2026-04-24,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2026-04-24,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2026-01-29,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2026-01-29,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2026-01-30,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2026-01-30,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2026-01-31,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2026-01-31,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2026-02-05,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2026-02-05,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2026-03-07,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2026-03-07,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2026-04-28,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2026-04-28,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2026-03-25,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2026-03-25,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2026-04-08,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2026-04-08,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2026-04-09,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2026-04-09,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2026-04-10,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2026-04-10,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2026-04-11,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2026-04-11,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2026-05-01,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2026-05-01,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2026-05-08,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2026-05-08,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2026-05-13,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2026-05-13,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2026-05-16,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2026-05-16,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2026-05-26,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2026-05-26,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2026-06-05,D
