ref_number,job_number,pos_number,date,pos_title_en,pos_title_fr,old_class_group_code,old_class_level,new_class_group_code,new_class_level,old_differential,new_differential,reason_en,reason_fr,record_created,record_modified,user_modified,owner_org,log_date,log_activity
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2025-05-07,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2025-05-07,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2025-05-10,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2025-05-10,D
1,000064,00025359,2019-12-10,"Supervisor, Transportation Services","Superviseur, Services des transports",AS,04,AS,03,B1 - 37 points,B1 - 17 points,Update a Position,Mise à jour d'un poste,2020-06-05T17:10:48,2020-06-05T17:10:48,michelle_bergeron,osgg-bsgg,2025-05-17,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2025-05-17,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2025-05-17,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2025-05-24,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2025-05-24,D
PR-2025-Q4-00001,20003202,30057810,2022-11-30,"ED, Reg. Trade Pgms & Service Transform.","ED, Programmes commerciaux réglementaires et transformation des services",EX,01,EX,02,,,Change of duties ,Changement de fonctions,2025-05-16T18:47:05,2025-05-16T18:47:05,sam-sollows,cbsa-asfc,2025-06-03,D
PR-2025-Q4-00002,20031479,30253713,2024-04-10,Regional Dir Intel and Enforce Ops (ATL),"RD, Opérations de renseignement et d'application de la loi (ATL)",EX,01,EX,02,,,Change of duties ,Changement de fonctions,2025-05-16T18:47:05,2025-05-16T18:47:05,sam-sollows,cbsa-asfc,2025-06-03,D
PR-2025-Q4-00003,20031503,30253831,2024-04-10,Regional Dir Intel and Enforce Ops (NOR),"RD, Opérations de renseignement et d'application de la loi (NOR)",EX,01,EX,02,,,Change of duties ,Changement de fonctions,2025-05-16T18:47:05,2025-05-16T18:47:05,sam-sollows,cbsa-asfc,2025-06-03,D
PR-2025-Q4-00004,20031628,30254130,2024-04-10,Regional Dir Intel and Enforce Ops (PRA),"RD, Opérations de renseignement et d'application de la loi (PRA)",EX,01,EX,02,,,Change of duties ,Changement de fonctions,2025-05-16T18:47:05,2025-05-16T18:47:05,sam-sollows,cbsa-asfc,2025-06-03,D
PR-2025-Q4-00005,20044054,30346650,2024-10-01,Dir Traveller Policy,"Dir, Politique des voyageurs",EX,02,EX,01,,,Reorganization ,Réorganisation,2025-05-16T18:47:05,2025-05-16T18:47:05,sam-sollows,cbsa-asfc,2025-06-03,D
PR-2025-Q4-00006,20048801,30382983,2024-10-01,Exec Dir Commercial & Trade Policy,"ED, Politique Commercial et échanges commerciaux",EX,01,EX,02,,,Reorganization,Réorganisation,2025-05-16T18:47:05,2025-05-16T18:47:05,sam-sollows,cbsa-asfc,2025-06-03,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2025-06-03,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2025-06-03,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2025-06-05,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2025-06-05,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2025-06-26,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2025-06-26,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2025-07-01,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2025-07-01,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2025-07-04,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2025-07-04,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2025-07-08,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2025-07-08,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2025-07-09,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2025-07-09,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2025-07-12,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2025-07-12,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2025-07-16,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2025-07-16,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2025-07-18,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2025-07-18,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2025-07-22,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2025-07-22,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2025-07-25,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2025-07-25,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2025-07-26,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2025-07-26,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2025-07-29,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2025-07-29,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2025-07-30,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2025-07-30,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2025-08-01,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2025-08-01,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2025-08-02,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2025-08-02,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2025-08-09,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2025-08-09,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2025-08-12,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2025-08-12,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2025-08-14,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2025-08-14,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2025-09-23,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2025-09-23,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2025-09-27,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2025-09-27,D
PR-2025-Q3-00001,514240,315412,2025-10-23,Graphic Designer,Concepteur graphique,IS,03,GT,04,,,Change of Duties,Changements des les fonctions de travail,2025-09-22T12:16:24,2025-09-22T12:17:17,jose12345,irb-cisr,2025-10-02,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2025-10-02,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2025-10-02,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2025-10-03,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2025-10-03,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2025-10-04,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2025-10-04,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2025-10-07,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2025-10-07,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2025-10-08,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2025-10-08,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2025-10-10,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2025-10-10,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2025-10-16,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2025-10-16,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2025-10-17,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2025-10-17,D
39568267,,NCRT 26972,2025-09-08,"Executive Director, Transportation of Dangerous Goods","Directeur exécutif, Transport des marchandises dangereuses",EX,03,EX,02,,,Change of Duties,Chang. dans les fonctions,2025-10-16T12:20:29,2025-10-16T12:20:29,comarie,tc,2025-10-18,D
39568373,,SDB  00001,2025-09-08,"Director, Compliance Support","Directeur(trice), Soutien à la conformité",EX,02,EX,01,,,Change of Duties,Chang. dans les fonctions,2025-10-16T12:20:29,2025-10-16T12:20:29,comarie,tc,2025-10-18,D
39568673,,SDD  00001,2025-09-08,"Director, Policy and Regulatory Services","Directeur, Services de politiques et de la règlementation",EX,02,EX,01,,,Change of Duties,Chang. dans les fonctions,2025-10-16T12:20:29,2025-10-16T12:20:29,comarie,tc,2025-10-18,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2025-10-18,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2025-10-18,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2025-10-21,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2025-10-21,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2025-10-23,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2025-10-23,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2025-10-25,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2025-10-25,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2026-04-15,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2026-04-15,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2026-04-18,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2026-04-18,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2025-10-29,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2025-10-29,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2025-11-01,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2025-11-01,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2025-11-28,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2025-11-28,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2025-12-12,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2025-12-12,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2026-04-30,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2026-04-30,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2026-01-08,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2026-01-08,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2026-01-09,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2026-01-09,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2026-01-13,D
,192,102837,2019-02-18,G- Senior Communication Advisor,G- Conseiller(ère) principal(e) en communication,IS,04,IS,05,,,Change of duties,Changements des fonctions de travail,2021-04-23T10:59:40,2021-04-23T10:59:40,juliedespatie,wage,2026-01-13,D
,514128,51683,2019-05-02,"Director General, Communications and External Relations","Directeur général, Communications et relations externes",EX,03,EX,02,,,Change of duties related to a reorganization,Changement de fonctions reliées à une réorganisation,2023-04-25T16:04:01,2024-04-23T20:14:23,rc-reg,crtc,2026-01-14,D
